598 0.17773414 -0.56685877 0.27632365 -0.3089998 -0.6737461 0.20324302 0.008478398 0.11095959 0.031935245 0.2859831 -0.040083718 0.10146611 0.07792812 0.13785268 -0.6454251 0.44171053 -0.047901824 -0.22905535 0.08839895 -0.082872584 -0.6643864 0.050307706 -0.20880494 0.004282248 0.5007998 -0.34658635 -0.3083306 -0.44848788 -0.09618661 0.210272 -0.33608204 0.09236041 0.33380213 0.24737966 0.14617178 0.6561232 0.16123462 0.28657833 -0.2656857 -0.056952674 0.03962648 -0.1385121 0.09038394 0.014484554 -0.05582522 0.21588843 0.37331653 0.043762106 0.5037865 0.0969429 0.21233578 -0.07223 0.30207303 0.76689947 -0.20406525 -0.0579898 -0.4150402 0.11024231 0.0068784985 -0.2473586 -0.045297462 0.16075331 0.48397058 -0.070542365
57 0.045154244 -0.2773164 0.075225726 0.20252353 -0.36957058 0.13348114 -0.31396785 -0.43442437 0.3465906 -0.22036654 0.35777438 0.21587706 0.4333504 -0.03481563 -0.17590597 0.26790488 0.0074848924 0.046262857 0.0851047 -0.049842257 0.032983415 -0.07037065 -0.31242567 0.28269523 -0.2264208 -0.14897184 -0.13931663 -0.1414837 -0.029277675 -0.13198581 0.38337857 -0.3928424 0.023910593 -0.044737116 0.44569752 -0.017098082 -0.10333827 0.381748 0.10007248 -0.0016805441 0.07756737 -0.12310367 -0.10528654 0.24038379 0.14592312 0.17167893 0.3654435 0.28018758 0.0684914 -0.17268634 0.41920853 0.33895585 -0.14187424 0.28417268 -0.32161093 0.6157871 -0.35678402 0.29689407 -0.097284235 -0.24682713 -0.1765026 -0.09836729 0.404798 0.24079014
793 0.07639418 -0.27482334 0.055883154 0.21193884 -0.35581338 0.11095332 -0.31778035 -0.44944802 0.34966895 -0.22271706 0.3718288 0.20824525 0.42672697 -0.056944028 -0.16214252 0.25614485 0.0020409033 0.054342825 0.09919201 -0.052689668 0.003207908 -0.067644596 -0.3345438 0.25824887 -0.19349755 -0.15910833 -0.13780217 -0.12234209 -0.035889268 -0.12523517 0.3662035 -0.40600622 0.0116738025 -0.03848757 0.44374958 -0.0039502424 -0.09007454 0.40678206 0.10936 -0.0059655705 0.073571764 -0.1330139 -0.095374696 0.2367777 0.138371 0.1538007 0.35813302 0.28946546 0.077053376 -0.17657363 0.41673762 0.34314218 -0.15614426 0.29777583 -0.36144355 0.62612003 -0.35714662 0.30290702 -0.110883184 -0.25626203 -0.15469602 -0.08975467 0.39980155 0.25145662
794 0.065403916 -0.2742689 0.067651294 0.19809522 -0.36016974 0.11361691 -0.3264815 -0.45547193 0.33091664 -0.1878475 0.35657996 0.19894601 0.43554252 -0.05502361 -0.16304743 0.27251378 0.016598107 0.054701526 0.08229433 -0.053302366 0.040165313 -0.06760582 -0.33214268 0.2549852 -0.2042349 -0.16022155 -0.14921337 -0.1465799 -0.028819272 -0.12708235 0.3523149 -0.3955485 0.022990128 -0.0389107 0.44523296 -0.0034411682 -0.10720438 0.39334875 0.10584444 0.011892604 0.08066021 -0.1414232 -0.10840004 0.23404692 0.15664048 0.15769331 0.3587843 0.27888584 0.04562924 -0.18654974 0.40761912 0.35033873 -0.16554503 0.31723502 -0.33006474 0.61261916 -0.38287586 0.27957448 -0.0734119 -0.26838133 -0.165481 -0.110502765 0.41121426 0.26221475
332 -0.2093069 -0.1999251 -0.39437774 -0.28810966 -0.08863486 -0.13616276 0.39610994 0.09636208 0.60211194 0.1981855 -0.01964288 -0.024461877 -0.11958104 -0.04519679 -0.118712135 0.13128898 -0.6405027 -0.101810515 -0.11558135 0.12997898 -0.30593047 0.22856319 -0.28436673 0.48815584 0.27851284 0.4561516 -0.32802752 -0.14302418 0.55743164 0.6077184 0.4547769 -0.73851633 -0.34677842 0.13693546 -0.42915723 -0.053676594 -0.07540648 0.38403478 -0.31706125 -0.048469074 -0.20949134 -0.4884425 -0.78197074 0.70173913 -0.5318643 0.41892827 0.33500618 -0.20679255 0.096976295 0.44477612 0.21735387 -0.08471176 -0.06742405 0.05579435 -0.33147964 0.4984143 -0.44850597 -0.0753381 0.08721554 -0.026128003 -0.37960443 -0.060332324 -0.0014293388 -0.22541541
667 -0.049099635 -0.2740984 0.08998397 0.19631435 -0.23645608 -0.034518708 -0.190016 -0.33261317 0.3059409 -0.16443306 0.18048109 0.13863029 0.49327603 0.09169932 -0.3055348 0.38603267 0.035911445 -0.10323378 0.0674564 0.002058521 0.046680056 0.033166856 -0.30274895 0.3206788 -0.23014376 -0.15816328 -0.20760266 -0.13221675 -0.08676967 -0.1398212 0.14566714 -0.25705734 -0.03228603 -0.15013969 0.3236729 0.084437035 0.0036929683 0.31316054 0.041148324 -0.0027355263 0.10872166 0.04125036 -0.2505044 0.19809668 0.17956339 0.20012842 0.36208284 0.2577784 0.018070474 -0.23103257 0.2610872 0.33085337 -0.21724309 0.3657047 -0.37203562 0.45705613 -0.3201632 0.13209416 -0.13768996 -0.08143402 -0.1997952 -0.10215405 0.24227524 0.1509435
1003 0.19955477 -0.590151 0.37825647 -0.225334 -0.79678047 0.09285334 0.09506835 -0.06850023 0.08264835 0.28042915 -0.094911456 0.050668124 0.11501444 0.16717859 -0.51013684 0.27733636 0.26016492 -0.16794601 -0.22388756 -0.03301596 -0.35731807 0.13857807 -0.09639208 0.059365597 0.3538712 -0.3903356 -0.35865292 -0.31324005 0.011292023 0.21343783 -0.20274697 0.22273575 0.3945133 0.25293505 0.24307527 0.54942775 0.23930554 0.30815074 -0.31257188 -0.1919441 -0.129124 -0.17735937 -0.12731875 0.082200915 -0.0412661 0.044040594 0.30990356 0.05731486 0.43769142 -0.055944536 0.25207868 -0.091260746 0.2678981 0.5902308 -0.29827434 -0.061014093 -0.39642522 0.027833683 0.091879025 -0.2689555 -0.11293018 -0.023100425 0.32837668 -0.21911794
666 0.08304273 -0.26617545 0.057511743 0.21146782 -0.35483453 0.116181575 -0.33133742 -0.4650908 0.42003578 -0.1965244 0.40047106 0.21298337 0.4519984 -0.06850726 -0.20648885 0.35601234 0.04310223 0.11051129 0.10715596 -0.05568965 0.023114309 -0.056941725 -0.37577462 0.2452142 -0.24961299 -0.14608583 -0.1437301 -0.1711278 -0.108633325 -0.13413206 0.38752118 -0.39458025 -0.021260548 -0.028884841 0.4766411 0.00930598 -0.15661976 0.41026554 0.09848136 -0.025132073 0.09945736 -0.13271777 -0.06090925 0.22473532 0.17935061 0.15789735 0.40585876 0.27725253 0.06824776 -0.21487224 0.40877917 0.31744975 -0.15157874 0.32981876 -0.38267818 0.59851354 -0.35792935 0.27506202 -0.10091858 -0.2562937 -0.16829315 -0.053170066 0.4941661 0.23758996
789 -0.08664464 -0.14381197 -0.14843318 0.24255358 -0.29362813 -0.0036561005 -0.09576254 -0.2563836 0.40467438 -0.06543789 0.024269227 -0.08092568 0.30704695 -0.15762055 -0.10238931 0.102025986 -0.105772704 0.08326734 0.2367565 -0.2784721 -0.10388659 0.10373371 -0.06091979 0.26427084 0.3177502 -0.1555753 -0.3323456 0.092448115 0.25186425 0.34427437 0.14400461 -0.47207826 -0.3224042 0.2469758 0.021491198 -0.04061242 0.062009532 0.04650802 -0.15545759 -0.17074499 0.032671362 -0.006534898 -0.6071836 -0.060374964 -0.012990102 -0.25105378 0.24422124 -0.16344468 -0.08767648 0.22982325 -0.006019985 -0.07781353 0.13472894 0.2124587 -0.04902975 0.25514433 -0.25999343 -0.12482389 0.09419345 -0.07730029 -0.17198372 0.09706147 0.104552634 0.1336322
665 0.008483908 -0.24899156 0.003659245 0.17841731 -0.31775373 0.10244963 -0.27743042 -0.40112942 0.38835692 -0.11701151 0.2988281 0.15359299 0.5333541 0.06747421 -0.27993894 0.30066407 0.041746177 -0.018157471 0.09293358 -0.013068493 0.042357218 0.0048489757 -0.3092358 0.31653294 -0.2085774 -0.1439485 -0.12657884 -0.16165842 -0.0589296 -0.15276185 0.2549008 -0.39394385 -0.003177586 -0.073700204 0.40496668 -0.0034118867 0.006638668 0.38781032 0.14124607 0.016806638 0.12516083 0.014289854 -0.21967922 0.16277035 0.009786749 0.17674345 0.35273573 0.30312157 0.009767484 -0.19059934 0.2410776 0.3474603 -0.16980958 0.33060613 -0.36733177 0.53831947 -0.26347175 0.13900274 -0.068541564 -0.12397239 -0.19068868 -0.05954495 0.34082234 0.13658313
