0.149579,0.018638,-0.181354,0.164039,-0.005479,0.128923,0.132603,-0.117223,-0.158953,-0.419723,-0.305778,0.178905,0.075912,0.106559,0.030612,0.262906,-0.032426,0.059671,0.100526,1.051749,0.441812,0.227780,-0.618637,-0.047924,0.683050,-0.159065,0.526536,-0.149927,0.071642,-0.084552,0.522470,-0.188662,0.753419,-0.229147,0.205589,0.568929,0.326001,-0.090545,0.027032,-0.141944,-1.338295,-0.586088,-0.938373,-0.237716,-0.262941,0.815099,-0.958199,1.718791,0.464470,0.690978,2.101173,2.558420,-0.512678,-0.609535,-0.906225,-1.538344,1.255260,-1.535007,1.612222,-0.361155,-1.937739,-0.308581,0.890873,0.382161
0.174370,-0.322379,0.075074,0.023740,0.005228,0.119049,-0.262554,-0.067577,-0.362276,0.134104,-0.176912,-0.199934,-0.235189,0.224204,0.085360,-0.002294,0.573928,-0.309678,0.333555,0.413983,0.775114,-0.159277,-0.052915,0.086238,0.407618,-0.278057,0.217350,0.180610,-0.060305,-0.161412,0.013096,-0.321359,0.137970,-0.293860,1.345552,0.315708,0.531725,-0.070625,-1.339422,0.391896,-1.252569,-0.485336,-1.202944,1.273554,-0.727048,0.612896,-0.249962,-0.551103,-0.645459,1.174269,3.135127,1.198629,2.148654,0.679555,1.477803,-0.104472,-0.469537,-2.061265,1.538398,0.382646,0.755404,-1.008453,0.217059,0.739958
-0.293045,0.028918,-0.385967,0.418104,-0.502001,-0.098788,-0.246656,0.585934,-0.257312,-0.168287,-0.132060,-0.023875,-0.210696,-0.771316,-0.518572,-0.096210,-0.228380,-0.154304,0.292822,-0.180070,0.384275,-0.164074,-0.020053,-0.041184,-0.289881,-0.067864,0.668669,-0.634313,-0.147823,0.226267,-0.310357,0.088063,0.656534,-1.903956,-0.836700,0.263616,0.451672,-0.276246,-1.162769,0.668544,-1.089585,-1.210059,-0.128910,-0.586355,0.007520,-1.723480,-2.408742,-1.055909,-1.199872,-0.451844,0.807455,-0.700768,1.052893,-1.105894,0.645697,1.210584,0.299670,-1.657617,2.142974,-1.592299,-1.256982,-0.159431,-1.411002,-0.112123
0.417505,0.061281,-0.014723,0.570625,0.143049,-0.181233,-0.615903,0.507452,-0.276698,0.177002,-0.050353,-0.030064,-0.048155,-0.449764,-0.112524,-0.076870,-0.279396,0.233876,-0.034217,-0.537098,0.182440,0.071468,-0.410258,0.178566,-0.014311,0.197656,0.255644,-0.577002,0.381555,-0.314588,-0.317990,0.430507,1.522824,0.461747,0.351373,1.805434,1.167752,-0.812518,0.272332,2.018288,1.200531,-0.179052,0.604118,0.598321,0.706670,-0.931642,-0.010486,-0.821290,-1.081221,-0.783995,-0.374078,0.378470,-1.517660,-0.406870,-1.509918,2.418193,1.963205,0.838195,0.992941,-2.140943,0.674841,0.755664,-0.273276,-0.017997
0.126238,0.186646,0.188152,0.127629,0.311234,-0.272154,0.192413,-0.571098,-0.161216,-0.336992,-0.048304,-0.214962,-0.468058,-0.064579,0.349864,0.257486,0.149923,-0.185163,-0.112214,-0.078809,-0.158040,0.046822,0.090178,-0.132362,-0.204822,0.477314,0.434806,0.427426,-0.261738,0.131745,-0.971827,0.126593,0.230163,1.113564,-0.257726,-0.093241,0.249739,-0.741580,-0.317627,-1.297093,-0.212542,-1.670786,0.528544,0.701142,-0.510049,-1.094271,1.182531,-0.055537,0.939900,-0.080495,-0.396428,-0.408680,0.739521,0.890511,0.295386,0.298841,-0.572897,1.701948,1.107559,1.256574,-0.521241,2.069255,-1.680938,-0.123504
-0.006726,0.070714,0.283842,0.290074,0.059047,-0.057001,0.107113,0.176323,0.062613,0.399600,0.090800,-0.414697,-0.382723,0.576578,0.084729,0.136187,0.216250,-0.053994,-0.383043,0.279310,-0.441677,0.089859,-0.503883,-0.323321,-0.500647,0.132698,0.168954,-0.148695,-0.550622,0.132922,-0.705809,-0.279250,-0.775090,0.055654,0.462150,0.148556,0.740815,-0.477555,0.514603,0.834177,-0.461224,1.101270,2.501450,1.961818,0.707916,0.727791,1.220714,0.574049,2.623579,-0.027358,-1.263743,-1.678928,-2.442699,-0.394650,-1.137111,0.677049,-1.202762,-0.913770,0.182338,0.365609,-0.906560,0.409116,-2.133868,0.321124
0.043092,-0.229678,-0.163609,0.297894,0.022694,-0.058309,0.216779,0.140017,0.064089,0.013703,0.307960,-0.315058,0.168114,0.336255,0.303288,-0.608478,0.511432,-0.229184,-0.116618,-0.170587,0.199681,-0.711547,-0.076529,-0.075810,0.172255,-0.041708,-0.235313,0.336017,0.197089,-0.460091,0.199542,0.369244,0.519008,0.005575,0.014940,-0.575300,0.665538,1.222457,1.159032,0.310040,-0.632177,-0.629002,1.481344,0.348733,-0.486440,2.261444,1.203269,-1.602762,1.536378,-1.641605,-0.010484,-0.244985,1.239509,-0.256930,-0.764418,0.647265,1.018702,-1.299497,-1.070474,0.633592,2.083043,-1.650123,0.306551,-0.345791
-0.071252,0.060918,-0.221144,0.179120,-0.268401,0.153918,0.101077,0.114252,0.085227,0.314994,0.024831,-0.356837,-0.231859,-0.061272,0.301139,-0.831997,0.296275,-0.360758,0.361748,-0.219697,0.486699,-0.263563,0.350676,-0.059737,0.241061,-0.212722,-0.100079,0.461464,0.442088,-0.439350,-0.004135,-0.202508,0.382593,0.246946,-0.061151,-1.118188,1.206662,0.114501,-0.205826,-0.142866,-1.460304,-0.049479,-0.199587,-1.371029,-0.016493,1.402836,0.813891,-1.516863,0.588455,-0.279991,0.607806,-1.036518,2.507523,0.070271,0.629897,0.200866,1.284238,-1.131622,-0.149193,1.687979,1.722110,-0.779121,-1.097459,-1.299971
0.039473,-0.370117,-0.012564,0.240399,0.423279,0.335037,0.168976,-0.249216,0.098470,0.299730,-0.192148,-0.192634,-0.408975,-0.103357,-0.046121,0.387729,-0.631968,0.158466,0.116472,-0.021859,-0.242790,-0.034265,0.336587,-0.426799,0.048439,0.238159,0.057081,0.381069,-0.042626,-0.150699,-0.681218,-0.505956,0.673451,0.839452,-0.761062,0.249622,0.865770,0.558879,-0.228179,-0.155322,0.060228,-0.740442,0.171151,-0.390407,-0.070975,-1.286634,1.677824,0.971549,0.200033,-0.114394,-0.168654,-0.859641,0.910702,1.021182,1.332089,-1.640792,0.058530,0.529398,0.310612,1.260093,-0.833282,1.964318,-2.924174,-1.299607
-0.325783,0.319751,0.050488,-0.098542,-0.049412,0.537860,-0.240421,0.116632,0.323987,0.274164,0.205696,-0.142683,-0.424619,-0.121328,0.583119,-0.113176,0.094731,0.095350,0.766025,-0.600568,0.428567,0.051213,0.257943,-0.293900,0.096744,-0.476081,0.117433,0.246480,0.177130,-0.449741,-0.248581,-0.647032,-1.291114,1.643641,1.032411,-1.368598,1.367584,0.377610,0.739815,0.669594,-0.305954,0.988543,-1.340319,-0.495133,0.691744,-0.503288,1.486422,0.538770,0.171961,0.159667,1.619117,-1.587640,3.038443,0.874594,-0.533645,0.251327,-0.899496,-0.128178,1.506303,-0.133505,0.973440,1.980734,-0.859310,0.244126
